categoria;dono;tipo;arquivo;emissao;vencimento;status;dias_ate_vencer;caminho;ocr
motoristas;RONALDO SANTOS;MOPP;MOPP RONALDO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\RONALDO SANTOS\sem-data\MOPP RONALDO.pdf;S
motoristas;VALDECIR ZORECK;CNH;CNH VALDECIR.pdf;;2031-10-21;ok;1923;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VALDECIR ZORECK\CNH VALDECIR.pdf;S
motoristas;VALDECIR ZORECK;MOPP;MOPP VALDECIR.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VALDECIR ZORECK\sem-data\MOPP VALDECIR.pdf;S
motoristas;VALDEREI ALELUIA;CNH;CNH - VALDEREI .pdf;;2026-04-07;vencido;-100;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VALDEREI ALELUIA\vencidos\CNH - VALDEREI .pdf;S
motoristas;VALDEREI ALELUIA;MOPP;MOPP VALDEREI.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VALDEREI ALELUIA\sem-data\MOPP VALDEREI.pdf;S
motoristas;VALDINEI DO CARMO ANDRADE;CNH;CNH VALDINEI DO CARMO DE ANDRADE.pdf;;2022-08-03;vencido;-1443;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VALDINEI DO CARMO ANDRADE\vencidos\CNH VALDINEI DO CARMO DE ANDRADE.pdf;S
motoristas;VALDINEI DO CARMO ANDRADE;MOPP;MOPP VALDINEI DO CARMO DE ANDRADE.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VALDINEI DO CARMO ANDRADE\sem-data\MOPP VALDINEI DO CARMO DE ANDRADE.pdf;S
motoristas;VALDINEI DO CARMO ANDRADE;NR20;NR20 VALDINEI.pdf;;2024-08-15;vencido;-700;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VALDINEI DO CARMO ANDRADE\vencidos\NR20 VALDINEI.pdf;S
motoristas;VALDINEI DO CARMO ANDRADE;NR35;NR35 VALDINEI.pdf;;2024-08-16;vencido;-699;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VALDINEI DO CARMO ANDRADE\vencidos\NR35 VALDINEI.pdf;S
motoristas;VANDERLEI TEIXEIRA;CNH;CNH VANDERLEI TEIXEIRA.pdf;;2032-12-21;ok;2350;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VANDERLEI TEIXEIRA\CNH VANDERLEI TEIXEIRA.pdf;S
motoristas;VANDERLEI TEIXEIRA;MOPP;MOPP VANDERLEI TEIXEIRA.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VANDERLEI TEIXEIRA\sem-data\MOPP VANDERLEI TEIXEIRA.pdf;S
motoristas;VANDERLEI TEIXEIRA;NR20;NR20 VANDERLEI.pdf;;2025-02-10;vencido;-521;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VANDERLEI TEIXEIRA\vencidos\NR20 VANDERLEI.pdf;S
motoristas;VANDERLEI TEIXEIRA;NR35;NR35 VANDERLEI.pdf;;2025-02-11;vencido;-520;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VANDERLEI TEIXEIRA\vencidos\NR35 VANDERLEI.pdf;S
motoristas;VANDERSON LUIZ SOARES;MOPP;MOPP VANDERSON.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VANDERSON LUIZ SOARES\sem-data\MOPP VANDERSON.pdf;S
motoristas;VANDERSON LUIZ SOARES;NR20;NR20 VANDERSON (1).pdf;;2025-02-12;vencido;-519;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\VANDERSON LUIZ SOARES\vencidos\NR20 VANDERSON (1).pdf;S
motoristas;WEBERSON PELIGRINI;CNH;CNH WEBERSON.pdf;;2028-06-25;ok;710;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\WEBERSON PELIGRINI\CNH WEBERSON.pdf;S
motoristas;WEBERSON PELIGRINI;MOPP;MOPP WEBERSON (2).pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\WEBERSON PELIGRINI\sem-data\MOPP WEBERSON (2).pdf;S
veiculos;AES9364;CRLV;CRLV AES9364.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AES9364\sem-data\CRLV AES9364.pdf;S
veiculos;AKC4899;IPEM;AFERIÇÃO AKC4899 (2).pdf;;2026-08-06;vencendo_30d;21;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKC4899\AFERIÇÃO AKC4899 (2).pdf;S
veiculos;AKC4899;CIPP;CIPP AKC-4899.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKC4899\sem-data\CIPP AKC-4899.pdf;S
veiculos;AKC4899;CIPP;CIPP AKC-4899_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKC4899\sem-data\CIPP AKC-4899_PONTUAL.pdf;S
veiculos;AKC4899;CIV;CIV AKC-4899.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKC4899\sem-data\CIV AKC-4899.pdf;S
veiculos;AKC4899;CIV;CIV AKC-4899_PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKC4899\sem-data\CIV AKC-4899_PONTUAL.pdf;S
veiculos;AKC4899;CRLV;CRLV_akc4899 2025.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKC4899\sem-data\CRLV_akc4899 2025.pdf;S
veiculos;AKC4899;CRLV;CRLV_akc4899.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKC4899\sem-data\CRLV_akc4899.pdf;S
veiculos;AKD5988;IPEM;AFERIÇÃO AKC4906.pdf;;2026-06-14;vencido;-32;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5988\vencidos\AFERIÇÃO AKC4906.pdf;S
veiculos;AKD5988;CIPP;CIPP AKC-4906.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5988\sem-data\CIPP AKC-4906.pdf;S
veiculos;AKD5988;CIV;CIV AKD5988 (4).pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5988\sem-data\CIV AKD5988 (4).pdf;S
veiculos;AKD5988;CIV;CIV-AKC-4906-PONTUAL.pdf;;2020-03-17;vencido;-2312;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5988\vencidos\CIV-AKC-4906-PONTUAL.pdf;S
veiculos;AKD5988;CRLV;CRLV AKD5988.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5988\sem-data\CRLV AKD5988.pdf;S
veiculos;AKD5988;CRLV;CRLV_AKC4906.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5988\sem-data\CRLV_AKC4906.pdf;S
veiculos;AKD5A88;IPEM;AFERIÇÃO AKC-4911.pdf;;2027-02-24;ok;223;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5A88\AFERIÇÃO AKC-4911.pdf;S
veiculos;AKD5A88;CIPP;CIPP AKC4911.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5A88\sem-data\CIPP AKC4911.pdf;S
veiculos;AKD5A88;CIV;CIV AKC-4911.pdf;;2026-03-02;vencido;-136;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5A88\vencidos\CIV AKC-4911.pdf;S
veiculos;AKD5A88;CIV;CIV AKD5A88.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5A88\sem-data\CIV AKD5A88.pdf;S
veiculos;AKD5A88;CRLV;CRLV AKC4911.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5A88\sem-data\CRLV AKC4911.pdf;S
veiculos;AKD5A88;CRLV;CRLV AKD5A88.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\AKD5A88\sem-data\CRLV AKD5A88.pdf;S
veiculos;BBE9588;IPEM;AFERIÇÃO AQR-9374.pdf;;2026-12-03;ok;140;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\AFERIÇÃO AQR-9374.pdf;S
veiculos;BBE9588;IPEM;AFERIÇÃO AQR-9787.pdf;;2026-12-03;ok;140;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\AFERIÇÃO AQR-9787.pdf;S
veiculos;BBE9588;CIPP;CIPP AQR-9374.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\sem-data\CIPP AQR-9374.pdf;S
veiculos;BBE9588;CIPP;CIPP AQR-9387.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\sem-data\CIPP AQR-9387.pdf;S
veiculos;BBE9588;CIV;CIV AQR-9374.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\sem-data\CIV AQR-9374.pdf;S
veiculos;BBE9588;CIV;CIV AQR-9387.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\sem-data\CIV AQR-9387.pdf;S
veiculos;BBE9588;CIV;CIV-BBE-9588-vec-25-03-2027 .pdf;;2026-03-25;vencido;-113;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\vencidos\CIV-BBE-9588-vec-25-03-2027 .pdf;S
veiculos;BBE9588;CRLV;CLRV AQR-9374.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\sem-data\CLRV AQR-9374.pdf;S
veiculos;BBE9588;CRLV;CLRV AQR-9387.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\sem-data\CLRV AQR-9387.pdf;S
veiculos;BBE9588;OUTROS;comprovante endereco COSME.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\sem-data\comprovante endereco COSME.pdf;N
veiculos;BBE9588;CRLV;CRLV_BBE-9588.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\sem-data\CRLV_BBE-9588.pdf;S
veiculos;BBE9588;OUTROS;PONTUAL BBE9588_FEDERAL.pdf;;2025-12-11;vencido;-216;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\vencidos\PONTUAL BBE9588_FEDERAL.pdf;N
veiculos;BBE9588;OUTROS;PONTUAL BRASIL BBE-9588  licença SP .pdf;;2024-07-12;vencido;-733;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\vencidos\PONTUAL BRASIL BBE-9588  licença SP .pdf;N
veiculos;BBE9588;OUTROS;PONTUAL BRASIL BBE9588_FEDERAL.pdf;;2027-01-18;ok;187;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\PONTUAL BRASIL BBE9588_FEDERAL.pdf;N
veiculos;BBE9588;OUTROS;PONTUAL BRASIL BBE9588_PARANA.pdf;;2025-07-14;vencido;-366;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9588\vencidos\PONTUAL BRASIL BBE9588_PARANA.pdf;N
veiculos;BBE9593;IPEM;aferição AMX5187 (3).pdf;;2027-07-04;ok;353;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\aferição AMX5187 (3).pdf;S
veiculos;BBE9593;IPEM;aferição AMX5192 (3).pdf;;2027-07-04;ok;353;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\aferição AMX5192 (3).pdf;S
veiculos;BBE9593;CIPP;CIPP-A655291-AMX-5192-PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\sem-data\CIPP-A655291-AMX-5192-PONTUAL.pdf;S
veiculos;BBE9593;CIPP;CIPP-A655292-AMX5187-PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\sem-data\CIPP-A655292-AMX5187-PONTUAL.pdf;S
veiculos;BBE9593;CIV;CIV BBE-9593.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\sem-data\CIV BBE-9593.pdf;S
veiculos;BBE9593;CIV;CIV-AMX-5187-PONTUAL.pdf;;2026-03-09;vencido;-129;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\vencidos\CIV-AMX-5187-PONTUAL.pdf;S
veiculos;BBE9593;CIV;CIV-AMX-5192-PONTUAL.pdf;;2026-03-09;vencido;-129;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\vencidos\CIV-AMX-5192-PONTUAL.pdf;S
veiculos;BBE9593;OUTROS;COMPROVANTE ENDEREÇO REGINALDO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\sem-data\COMPROVANTE ENDEREÇO REGINALDO.pdf;N
veiculos;BBE9593;CRLV;CRLV AMX5187.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\sem-data\CRLV AMX5187.pdf;S
veiculos;BBE9593;CRLV;CRLV AMX5192.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\sem-data\CRLV AMX5192.pdf;S
veiculos;BBE9593;CRLV;CRLV_BBE-9593.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\sem-data\CRLV_BBE-9593.pdf;S
veiculos;BBE9593;OUTROS;PONTUAL BBE9593_PARANA.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\sem-data\PONTUAL BBE9593_PARANA.pdf;N
veiculos;BBE9593;LICENCA_DER;PONTUAL BRASIL BBE-9593 LICENÇA DER SÃO PAULO .pdf;;2024-07-04;vencido;-741;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\vencidos\PONTUAL BRASIL BBE-9593 LICENÇA DER SÃO PAULO .pdf;N
veiculos;BBE9593;OUTROS;PONTUAL BRASIL BBE-9593 LICENÇA DNIT PARANA.pdf;;2025-10-06;vencido;-282;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\vencidos\PONTUAL BRASIL BBE-9593 LICENÇA DNIT PARANA.pdf;N
veiculos;BBE9593;CIPP;PONTUAL CIPP AMX5187_2026.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\sem-data\PONTUAL CIPP AMX5187_2026.pdf;S
veiculos;BBE9593;CIPP;PONTUAL CIPP AMX5192_2026.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9593\sem-data\PONTUAL CIPP AMX5192_2026.pdf;S
veiculos;BBE9594;CIV;CIV BBE9594 (2).pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9594\sem-data\CIV BBE9594 (2).pdf;S
veiculos;BBE9594;CRLV;CRLV CPI3A61 PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9594\sem-data\CRLV CPI3A61 PONTUAL.pdf;S
veiculos;BBE9594;CRLV;CRLV CPI3A61 RECIBO DIGITAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9594\sem-data\CRLV CPI3A61 RECIBO DIGITAL.pdf;S
veiculos;BBE9594;CRLV;CRLV CPI3A62 PONTUAL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9594\sem-data\CRLV CPI3A62 PONTUAL.pdf;S
veiculos;BBE9594;CRLV;CRLV_BBE-9594.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9594\sem-data\CRLV_BBE-9594.pdf;S
veiculos;BBE9594;OUTROS;PONTUAL BBE9588_FEDERAL.pdf;;2025-12-11;vencido;-216;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9594\vencidos\PONTUAL BBE9588_FEDERAL.pdf;N
veiculos;BBE9594;OUTROS;PONTUAL BRASIL BBE-9588  licença SP .pdf;;2024-07-12;vencido;-733;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9594\vencidos\PONTUAL BRASIL BBE-9588  licença SP .pdf;N
veiculos;BBE9594;OUTROS;PONTUAL_BBE9588_PARANA[2].pdf;;2025-12-16;vencido;-211;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\BBE9594\vencidos\PONTUAL_BBE9588_PARANA[2].pdf;N
veiculos;SEF1H24;CIV;CIV SEF-1H24.pdf;;2026-01-20;vencido;-177;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H24\vencidos\CIV SEF-1H24.pdf;S
veiculos;SEF1H24;CRLV;CRLV SEF-1H24.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H24\sem-data\CRLV SEF-1H24.pdf;S
veiculos;SEF1H24;CRLV;CRLV_AXG6112.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H24\sem-data\CRLV_AXG6112.pdf;S
veiculos;SEF1H25;CIV;CIV SEF1H25 (2).pdf;;2026-02-02;vencido;-164;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H25\vencidos\CIV SEF1H25 (2).pdf;S
veiculos;SEF1H25;CRLV;CRLV_BBF2246.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H25\sem-data\CRLV_BBF2246.pdf;S
veiculos;SEF1H25;CRLV;CRLV_SEF1H25.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H25\sem-data\CRLV_SEF1H25.pdf;S
veiculos;SEF1H25;OUTROS;ENDERECO EZEQUIEL .pdf;;2026-03-11;vencido;-126;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H25\vencidos\ENDERECO EZEQUIEL .pdf;N
veiculos;SEF1H27;IPEM;AFERIÇÃO AYC4942.pdf;2026-03-13;2028-03-12;ok;606;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H27\AFERIÇÃO AYC4942.pdf;N
veiculos;SEF1H27;CIPP;CIPP AYC-4942.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H27\sem-data\CIPP AYC-4942.pdf;S
veiculos;SEF1H27;CIV;CIV AYC-4942.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H27\sem-data\CIV AYC-4942.pdf;S
veiculos;SEF1H27;CIV;CIV SEF-1H27.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H27\sem-data\CIV SEF-1H27.pdf;S
veiculos;SEF1H27;OUTROS;COMPROVANTE RESIDENCIA MAURO SANTODS.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H27\sem-data\COMPROVANTE RESIDENCIA MAURO SANTODS.pdf;N
veiculos;SEF1H27;CRLV;CRLV AYC-4942.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H27\sem-data\CRLV AYC-4942.pdf;S
veiculos;SEF1H27;CRLV;CRLV_SEF1H27.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H27\sem-data\CRLV_SEF1H27.pdf;S
veiculos;SEF1H28;IPEM;AFERIÇÃO ATR6572.pdf;2025-09-09;2027-07-16;ok;366;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H28\AFERIÇÃO ATR6572.pdf;N
veiculos;SEF1H28;CIPP;CIPP ATR6572.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H28\sem-data\CIPP ATR6572.pdf;S
veiculos;SEF1H28;CIV;CIV ATR6572.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H28\sem-data\CIV ATR6572.pdf;S
veiculos;SEF1H28;CIV;CIV SEF1H28 (3).pdf;;2026-01-12;vencido;-185;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H28\vencidos\CIV SEF1H28 (3).pdf;S
veiculos;SEF1H28;OUTROS;Comprovante endereço CELSO .pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H28\sem-data\Comprovante endereço CELSO .pdf;N
veiculos;SEF1H28;CRLV;CRLV AVS9H13.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H28\sem-data\CRLV AVS9H13.pdf;S
veiculos;SEF1H28;CRLV;CRLV_ATR6572.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H28\sem-data\CRLV_ATR6572.pdf;S
veiculos;SEF1H28;CRLV;CRLV_SEF-1H28.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H28\sem-data\CRLV_SEF-1H28.pdf;S
veiculos;SEF1H28;OUTROS;PONTUAL BRASIL SEF1H28_PARANA[1].pdf;;2025-07-14;vencido;-366;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H28\vencidos\PONTUAL BRASIL SEF1H28_PARANA[1].pdf;N
veiculos;SEF1H29;IPEM;AFERIÇÃO ASI-3363-2026.pdf;2026-03-09;2028-03-03;ok;597;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H29\AFERIÇÃO ASI-3363-2026.pdf;N
veiculos;SEF1H29;CIPP;CIPP ASI3363 (4).pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Veiculos\SEF1H29\sem-data\CIPP ASI3363 (4).pdf;S
